date_of_death,new_deaths,cumulative_deaths,data_as_of,data_loaded_at
12/06/2020 12:00:00 AM,0,177,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/07/2020 12:00:00 AM,1,178,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/08/2020 12:00:00 AM,0,178,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/09/2020 12:00:00 AM,2,180,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/10/2020 12:00:00 AM,1,181,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/11/2020 12:00:00 AM,4,185,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/12/2020 12:00:00 AM,1,186,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/13/2020 12:00:00 AM,2,188,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/14/2020 12:00:00 AM,1,189,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/15/2020 12:00:00 AM,3,192,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/16/2020 12:00:00 AM,3,195,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/17/2020 12:00:00 AM,4,199,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/18/2020 12:00:00 AM,3,202,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/19/2020 12:00:00 AM,2,204,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/20/2020 12:00:00 AM,2,206,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/21/2020 12:00:00 AM,1,207,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/22/2020 12:00:00 AM,5,212,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/23/2020 12:00:00 AM,3,215,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/24/2020 12:00:00 AM,8,223,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/25/2020 12:00:00 AM,7,230,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/26/2020 12:00:00 AM,3,233,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/27/2020 12:00:00 AM,4,237,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/28/2020 12:00:00 AM,5,242,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/29/2020 12:00:00 AM,6,248,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/30/2020 12:00:00 AM,6,254,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
12/31/2020 12:00:00 AM,7,261,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/01/2021 12:00:00 AM,4,265,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/02/2021 12:00:00 AM,9,274,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/03/2021 12:00:00 AM,4,278,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/04/2021 12:00:00 AM,3,281,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/05/2021 12:00:00 AM,2,283,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/06/2021 12:00:00 AM,6,289,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/07/2021 12:00:00 AM,8,297,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/08/2021 12:00:00 AM,7,304,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/09/2021 12:00:00 AM,4,308,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/10/2021 12:00:00 AM,5,313,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/11/2021 12:00:00 AM,6,319,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/12/2021 12:00:00 AM,7,326,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/13/2021 12:00:00 AM,8,334,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/14/2021 12:00:00 AM,9,343,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/15/2021 12:00:00 AM,5,348,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/16/2021 12:00:00 AM,10,358,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/17/2021 12:00:00 AM,2,360,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/18/2021 12:00:00 AM,2,362,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/19/2021 12:00:00 AM,6,368,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/20/2021 12:00:00 AM,5,373,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/21/2021 12:00:00 AM,8,381,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/22/2021 12:00:00 AM,9,390,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/23/2021 12:00:00 AM,3,393,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/24/2021 12:00:00 AM,3,396,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/25/2021 12:00:00 AM,3,399,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/26/2021 12:00:00 AM,2,401,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/27/2021 12:00:00 AM,2,403,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/28/2021 12:00:00 AM,7,410,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/29/2021 12:00:00 AM,5,415,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/30/2021 12:00:00 AM,2,417,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
01/31/2021 12:00:00 AM,9,426,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/01/2021 12:00:00 AM,3,429,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/02/2021 12:00:00 AM,4,433,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/03/2021 12:00:00 AM,3,436,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/04/2021 12:00:00 AM,8,444,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/05/2021 12:00:00 AM,8,452,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/06/2021 12:00:00 AM,5,457,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/07/2021 12:00:00 AM,2,459,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/08/2021 12:00:00 AM,4,463,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/09/2021 12:00:00 AM,6,469,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/10/2021 12:00:00 AM,9,478,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/11/2021 12:00:00 AM,1,479,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/12/2021 12:00:00 AM,7,486,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/13/2021 12:00:00 AM,4,490,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/14/2021 12:00:00 AM,1,491,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/15/2021 12:00:00 AM,6,497,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/16/2021 12:00:00 AM,5,502,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/17/2021 12:00:00 AM,0,502,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/18/2021 12:00:00 AM,5,507,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/19/2021 12:00:00 AM,1,508,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/20/2021 12:00:00 AM,2,510,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/21/2021 12:00:00 AM,0,510,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/22/2021 12:00:00 AM,5,515,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/23/2021 12:00:00 AM,3,518,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/24/2021 12:00:00 AM,3,521,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/25/2021 12:00:00 AM,0,521,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/26/2021 12:00:00 AM,1,522,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/27/2021 12:00:00 AM,1,523,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
02/28/2021 12:00:00 AM,1,524,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/01/2021 12:00:00 AM,0,524,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/02/2021 12:00:00 AM,0,524,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/03/2021 12:00:00 AM,2,526,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/04/2021 12:00:00 AM,2,528,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/05/2021 12:00:00 AM,0,528,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/06/2021 12:00:00 AM,2,530,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/07/2021 12:00:00 AM,0,530,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/08/2021 12:00:00 AM,0,530,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/09/2021 12:00:00 AM,1,531,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/10/2021 12:00:00 AM,1,532,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/11/2021 12:00:00 AM,1,533,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/12/2021 12:00:00 AM,0,533,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/13/2021 12:00:00 AM,0,533,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/14/2021 12:00:00 AM,1,534,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/15/2021 12:00:00 AM,0,534,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/16/2021 12:00:00 AM,0,534,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/17/2021 12:00:00 AM,0,534,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/18/2021 12:00:00 AM,1,535,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/19/2021 12:00:00 AM,0,535,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/20/2021 12:00:00 AM,1,536,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/21/2021 12:00:00 AM,2,538,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/22/2021 12:00:00 AM,1,539,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/23/2021 12:00:00 AM,0,539,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/24/2021 12:00:00 AM,3,542,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/25/2021 12:00:00 AM,1,543,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/26/2021 12:00:00 AM,1,544,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/27/2021 12:00:00 AM,3,547,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/28/2021 12:00:00 AM,0,547,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/29/2021 12:00:00 AM,0,547,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/30/2021 12:00:00 AM,0,547,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
03/31/2021 12:00:00 AM,0,547,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/01/2021 12:00:00 AM,0,547,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/02/2021 12:00:00 AM,1,548,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/03/2021 12:00:00 AM,0,548,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/04/2021 12:00:00 AM,0,548,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/05/2021 12:00:00 AM,0,548,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/06/2021 12:00:00 AM,0,548,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/07/2021 12:00:00 AM,1,549,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/08/2021 12:00:00 AM,0,549,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/09/2021 12:00:00 AM,1,550,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/10/2021 12:00:00 AM,1,551,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/11/2021 12:00:00 AM,0,551,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/12/2021 12:00:00 AM,0,551,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/13/2021 12:00:00 AM,0,551,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/14/2021 12:00:00 AM,0,551,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/15/2021 12:00:00 AM,1,552,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/16/2021 12:00:00 AM,0,552,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/17/2021 12:00:00 AM,0,552,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/18/2021 12:00:00 AM,0,552,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/19/2021 12:00:00 AM,1,553,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/20/2021 12:00:00 AM,0,553,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/21/2021 12:00:00 AM,0,553,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/22/2021 12:00:00 AM,0,553,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/23/2021 12:00:00 AM,1,554,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/24/2021 12:00:00 AM,0,554,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/25/2021 12:00:00 AM,1,555,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/26/2021 12:00:00 AM,1,556,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/27/2021 12:00:00 AM,2,558,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/28/2021 12:00:00 AM,0,558,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/29/2021 12:00:00 AM,1,559,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
04/30/2021 12:00:00 AM,0,559,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/01/2021 12:00:00 AM,0,559,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/02/2021 12:00:00 AM,0,559,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/03/2021 12:00:00 AM,0,559,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/04/2021 12:00:00 AM,0,559,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/05/2021 12:00:00 AM,0,559,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/06/2021 12:00:00 AM,2,561,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/07/2021 12:00:00 AM,1,562,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/08/2021 12:00:00 AM,0,562,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/09/2021 12:00:00 AM,0,562,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/10/2021 12:00:00 AM,0,562,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/11/2021 12:00:00 AM,0,562,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/12/2021 12:00:00 AM,1,563,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/13/2021 12:00:00 AM,0,563,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/14/2021 12:00:00 AM,0,563,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/15/2021 12:00:00 AM,0,563,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/16/2021 12:00:00 AM,0,563,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/17/2021 12:00:00 AM,0,563,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/18/2021 12:00:00 AM,0,563,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/19/2021 12:00:00 AM,0,563,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/20/2021 12:00:00 AM,0,563,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/21/2021 12:00:00 AM,0,563,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/22/2021 12:00:00 AM,0,563,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/23/2021 12:00:00 AM,1,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/24/2021 12:00:00 AM,0,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/25/2021 12:00:00 AM,0,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/26/2021 12:00:00 AM,0,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/27/2021 12:00:00 AM,0,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/28/2021 12:00:00 AM,0,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/29/2021 12:00:00 AM,0,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/30/2021 12:00:00 AM,0,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
05/31/2021 12:00:00 AM,0,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/01/2021 12:00:00 AM,0,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/02/2021 12:00:00 AM,0,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/03/2021 12:00:00 AM,0,564,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/04/2021 12:00:00 AM,3,567,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/05/2021 12:00:00 AM,0,567,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/06/2021 12:00:00 AM,0,567,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/07/2021 12:00:00 AM,0,567,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/08/2021 12:00:00 AM,1,568,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/09/2021 12:00:00 AM,0,568,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/10/2021 12:00:00 AM,0,568,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/11/2021 12:00:00 AM,1,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/12/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/13/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/14/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/15/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/16/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/17/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/18/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/19/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/20/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/21/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/22/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/23/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/24/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/25/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/26/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/27/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/28/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/29/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
06/30/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/01/2021 12:00:00 AM,0,569,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/02/2021 12:00:00 AM,1,570,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/03/2021 12:00:00 AM,0,570,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/04/2021 12:00:00 AM,0,570,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/05/2021 12:00:00 AM,0,570,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/06/2021 12:00:00 AM,0,570,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/07/2021 12:00:00 AM,0,570,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/08/2021 12:00:00 AM,0,570,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/09/2021 12:00:00 AM,0,570,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/10/2021 12:00:00 AM,1,571,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/11/2021 12:00:00 AM,0,571,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/12/2021 12:00:00 AM,0,571,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/13/2021 12:00:00 AM,1,572,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/14/2021 12:00:00 AM,0,572,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/15/2021 12:00:00 AM,0,572,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/16/2021 12:00:00 AM,2,574,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/17/2021 12:00:00 AM,0,574,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/18/2021 12:00:00 AM,0,574,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/19/2021 12:00:00 AM,2,576,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/20/2021 12:00:00 AM,0,576,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/21/2021 12:00:00 AM,0,576,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/22/2021 12:00:00 AM,1,577,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/23/2021 12:00:00 AM,0,577,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/24/2021 12:00:00 AM,0,577,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/25/2021 12:00:00 AM,0,577,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/26/2021 12:00:00 AM,1,578,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/27/2021 12:00:00 AM,0,578,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/28/2021 12:00:00 AM,0,578,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/29/2021 12:00:00 AM,0,578,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/30/2021 12:00:00 AM,3,581,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
07/31/2021 12:00:00 AM,0,581,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/01/2021 12:00:00 AM,0,581,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/02/2021 12:00:00 AM,0,581,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/03/2021 12:00:00 AM,2,583,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/04/2021 12:00:00 AM,1,584,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/05/2021 12:00:00 AM,1,585,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/06/2021 12:00:00 AM,0,585,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/07/2021 12:00:00 AM,1,586,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/08/2021 12:00:00 AM,0,586,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/09/2021 12:00:00 AM,1,587,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/10/2021 12:00:00 AM,1,588,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/11/2021 12:00:00 AM,0,588,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/12/2021 12:00:00 AM,1,589,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/13/2021 12:00:00 AM,2,591,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/14/2021 12:00:00 AM,3,594,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/15/2021 12:00:00 AM,2,596,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/16/2021 12:00:00 AM,4,600,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/17/2021 12:00:00 AM,0,600,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/18/2021 12:00:00 AM,0,600,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/19/2021 12:00:00 AM,2,602,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/20/2021 12:00:00 AM,0,602,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/21/2021 12:00:00 AM,1,603,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/22/2021 12:00:00 AM,2,605,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/23/2021 12:00:00 AM,1,606,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/24/2021 12:00:00 AM,4,610,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/25/2021 12:00:00 AM,1,611,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/26/2021 12:00:00 AM,0,611,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/27/2021 12:00:00 AM,1,612,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/28/2021 12:00:00 AM,0,612,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/29/2021 12:00:00 AM,3,615,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
08/30/2021 12:00:00 AM,1,616,08/20/2024 12:00:00 AM,08/29/2024 05:34:09 AM
